timestamp,action,prediction,price,pnl,equity
2025-06-11,HOLD,-0.912047,198.78,0.0,1.0
2025-06-10,HOLD,-0.802635,202.67,0.0,1.0
2025-06-09,HOLD,-0.601721,201.45,0.0,1.0
2025-06-06,HOLD,-0.429003,203.92,0.0,1.0
2025-06-05,HOLD,-0.20403,200.63,0.0,1.0
2025-06-04,HOLD,-0.102994,202.82,0.0,1.0
2025-06-03,HOLD,0.021302,203.27,0.0,1.0
2025-06-02,BUY,0.158059,201.7,0.0,1.0
2025-05-30,HOLD,0.224516,200.85,-0.004214179474467006,0.995785820525533
2025-05-29,HOLD,0.221153,199.95,-0.004462072384729843,0.9913237481408032
2025-05-28,HOLD,0.144008,200.42,0.0023301933564700006,0.9936539414972732
2025-05-27,HOLD,0.08954,200.21,-0.0010411502231034708,0.9926127912741697
2025-05-23,HOLD,0.037258,195.27,-0.0244918195339614,0.9681209717402083
2025-05-22,SELL,-0.291504,201.36,0.030193356470004984,0.9983143282102133
2025-05-21,HOLD,-0.256182,202.09,0.0,0.9983143282102133
2025-05-20,HOLD,-0.082764,206.86,0.0,0.9983143282102133
2025-05-19,BUY,0.373373,208.78,0.0,0.9983143282102133
2025-05-16,HOLD,0.798484,211.26,0.01185850911946218,1.0101728373296754
2025-05-15,HOLD,1.111788,211.45,0.0009085148115717256,1.0110813521412472
2025-05-14,HOLD,1.249671,212.33,0.004207858074648074,1.0152892102158952
2025-05-13,HOLD,1.289356,212.93,0.0028689941418054143,1.0181582043577007
2025-05-12,HOLD,1.26709,210.79,-0.010232745772439378,1.0079254585852613
2025-05-09,HOLD,1.154366,198.53,-0.0586231136308899,0.9493023449543714
2025-05-08,HOLD,0.706873,197.49,-0.0049729231791294515,0.9443294217752419
2025-05-07,HOLD,0.223677,196.25,-0.005929254559731034,0.9384001672155109
2025-05-06,SELL,-0.192917,198.51,0.010806544600800105,0.949206711816311
2025-05-05,HOLD,-0.433177,198.89,0.0,0.949206711816311
2025-05-02,HOLD,-0.548385,205.35,0.0,0.949206711816311
2025-05-01,HOLD,-0.438853,213.32,0.0,0.949206711816311
2025-04-30,HOLD,-0.066957,212.5,0.0,0.949206711816311
2025-04-29,BUY,0.273345,211.21,0.0,0.949206711816311
2025-04-28,HOLD,0.490917,210.14,-0.004808726772612459,0.9443979850436985
2025-04-25,HOLD,0.577418,209.28,-0.003864957966772442,0.9405330270769261
2025-04-24,HOLD,0.562795,208.37,-0.0040896648253058165,0.9364433622516203
2025-04-23,HOLD,0.475819,204.6,-0.016942897133409907,0.9195004651182104
2025-04-22,HOLD,0.276883,199.74,-0.021841506649435405,0.897658958468775
2025-04-21,HOLD,-0.035079,193.16,-0.029571422582980622,0.8680875358857943
2025-04-17,SELL,-0.414155,196.98,0.01716760399194306,0.8852551398777374
2025-04-16,HOLD,-0.61486,194.27,0.0,0.8852551398777374
2025-04-15,HOLD,-0.750321,202.14,0.0,0.8852551398777374
2025-04-14,HOLD,-0.685926,202.52,0.0,0.8852551398777374
2025-04-11,HOLD,-0.550575,198.15,0.0,0.8852551398777374
2025-04-10,HOLD,-0.489529,190.42,0.0,0.8852551398777374
2025-04-09,HOLD,-0.601733,198.85,0.0,0.8852551398777374
2025-04-08,HOLD,-0.556008,172.42,0.0,0.8852551398777374
2025-04-07,HOLD,-0.881407,181.46,0.0,0.8852551398777374
2025-04-04,HOLD,-1.003437,188.38,0.0,0.8852551398777374
2025-04-03,HOLD,-0.978861,203.19,0.0,0.8852551398777374
2025-04-02,HOLD,-0.73096,223.89,0.0,0.8852551398777374
2025-04-01,HOLD,-0.137324,223.19,0.0,0.8852551398777374
2025-03-31,BUY,0.396421,222.13,0.0,0.8852551398777374
2025-03-28,HOLD,0.759069,217.9,-0.016857827586020946,0.8683973122917165
2025-03-27,HOLD,0.910088,223.85,0.023712547077263446,0.8921098593689799
2025-03-26,HOLD,0.987461,221.53,-0.009245900709117794,0.8828639586598621
2025-03-25,HOLD,0.971789,223.75,0.008847370506138708,0.8917113291660008
2025-03-24,HOLD,0.930997,220.73,-0.012035612129972506,0.8796757170360283
2025-03-21,HOLD,0.843415,218.27,-0.009803842993288625,0.8698718740427397
2025-03-20,HOLD,0.725031,214.1,-0.016618709464233494,0.8532531645785062
2025-03-19,HOLD,0.572661,215.24,0.004543244313963135,0.8577964088924693
2025-03-18,HOLD,0.443637,212.69,-0.01016252017597008,0.8476338887164993
2025-03-17,HOLD,0.3171,214.0,0.005220745659027748,0.852854634375527
2025-03-14,HOLD,0.229729,213.49,-0.0020325040351940604,0.8508221303403329
2025-03-13,HOLD,0.167293,209.68,-0.015184000733508118,0.8356381296068248
2025-03-12,HOLD,0.089841,216.98,0.02909270481748283,0.8647308344243076
2025-03-11,HOLD,0.090829,220.84,0.015383265834997939,0.8801141002593056
2025-03-10,HOLD,0.149503,227.48,0.02646240547781986,0.9065765057371254
2025-03-07,HOLD,0.296193,239.07,0.04618965052529156,0.952766156262417
2025-03-06,HOLD,0.617051,235.33,-0.014905029591422814,0.9378611266709942
2025-03-05,HOLD,0.850708,235.74,0.0016339738322149744,0.9394951005032092
2025-03-04,HOLD,0.988069,235.93,0.000757207385660319,0.9402523078888695
2025-03-03,HOLD,1.035325,238.03,0.008369134262563693,0.9486214421514332
2025-02-28,HOLD,1.045732,241.84,0.01518400073350823,0.9638054428849414
2025-02-27,HOLD,1.057768,237.3,-0.018093271215256612,0.9457121716696848
2025-02-26,HOLD,0.982209,240.36,0.012195024211164252,0.957907195880849
2025-02-25,HOLD,0.920342,247.04,0.026621817559011607,0.9845290134398607
2025-02-24,HOLD,0.923457,247.1,0.00023911812178745162,0.9847681315616481
2025-02-21,HOLD,0.913207,245.55,-0.006177218146177665,0.9785909134154704
2025-02-20,HOLD,0.866796,245.83,0.001115884568341663,0.9797067979838121
2025-02-19,HOLD,0.806261,244.87,-0.003825889948600447,0.9758809080352117
2025-02-18,HOLD,0.728916,244.47,-0.0015941208119167882,0.9742867872232949
2025-02-14,HOLD,0.646078,244.6,0.0005180892638728674,0.9748048764871677
2025-02-13,HOLD,0.569794,241.53,-0.012234877231461994,0.9625699992557057
2025-02-12,HOLD,0.465319,236.87,-0.018571507458831515,0.9439984917968742
2025-02-11,HOLD,0.302807,232.62,-0.016937533626616874,0.9270609581702574
2025-02-10,HOLD,0.06393,227.65,-0.01980695108806707,0.9072540070821903
2025-02-07,SELL,-0.266522,227.63,-7.970604059592823e-05,0.9071743010415944
2025-02-06,HOLD,-0.561579,233.22,0.0,0.9071743010415944
2025-02-05,HOLD,-0.678315,232.47,0.0,0.9071743010415944
2025-02-04,HOLD,-0.723855,232.8,0.0,0.9071743010415944
2025-02-03,HOLD,-0.719469,228.01,0.0,0.9071743010415944
2025-01-31,HOLD,-0.778512,236.0,0.0,0.9071743010415944
2025-01-30,HOLD,-0.674817,237.59,0.0,0.9071743010415944
2025-01-29,HOLD,-0.508015,239.36,0.0,0.9071743010415944
2025-01-28,HOLD,-0.297144,238.26,0.0,0.9071743010415944
2025-01-27,HOLD,-0.135074,229.86,0.0,0.9071743010415944
2025-01-24,HOLD,-0.207499,222.78,0.0,0.9071743010415944
2025-01-23,HOLD,-0.459728,223.66,0.0,0.9071743010415944
2025-01-22,HOLD,-0.653299,223.83,0.0,0.9071743010415944
2025-01-21,HOLD,-0.768513,222.64,0.0,0.9071743010415944
2025-01-17,HOLD,-0.839209,229.98,0.0,0.9071743010415944
2025-01-16,HOLD,-0.739704,228.26,0.0,0.9071743010415944
2025-01-15,HOLD,-0.632689,237.87,0.0,0.9071743010415944
2025-01-14,HOLD,-0.265624,233.28,0.0,0.9071743010415944
2025-01-13,HOLD,-0.00231,234.4,0.0,0.9071743010415944
2025-01-10,BUY,0.227716,236.85,0.0,0.9071743010415944
2025-01-08,HOLD,0.446239,242.7,0.0224064583537823,0.9295807593953767
2025-01-07,HOLD,0.718366,242.21,-0.0018767802723680393,0.9277039791230086
2025-01-06,HOLD,0.873675,245.0,0.010686157061034596,0.9383901361840432
2025-01-03,HOLD,0.97989,243.36,-0.0062814686667014286,0.9321086675173418
2025-01-02,HOLD,0.98133,243.85,0.0018767802723680393,0.9339854477897098
2024-12-31,HOLD,0.939703,250.42,0.025164176305016883,0.9591496240947267
2024-12-30,HOLD,0.974529,252.2,0.0068176916016639,0.9659673156963906
2024-12-27,HOLD,1.005898,255.59,0.012984255353730156,0.9789515710501208
2024-12-26,HOLD,1.042235,259.02,0.013137461906576609,0.9920890329566974
2024-12-24,HOLD,1.075304,258.2,-0.0031407343333506033,0.9889482986233468
2024-12-23,HOLD,1.057894,255.27,-0.011222379995997067,0.9777259186273497
2024-12-20,HOLD,0.978026,254.49,-0.002987527780504262,0.9747383908468454
2024-12-19,HOLD,0.873511,249.79,-0.01800176995944891,0.9567366208873965
2024-12-18,HOLD,0.712954,248.05,-0.006664485048817337,0.9500721358385792
2024-12-17,HOLD,0.534744,253.48,0.020797789548895218,0.9708699253874744
2024-12-16,HOLD,0.45684,251.04,-0.009345599723628695,0.9615243256638457
2024-12-13,HOLD,0.376054,248.13,-0.011145776719573841,0.9503785489442719
2024-12-12,HOLD,0.256077,247.96,-0.0006511278495969774,0.9497274210946749
2024-12-11,HOLD,0.141619,246.49,-0.005630340817104229,0.9440970802775707
2024-12-10,HOLD,0.009002,247.77,0.0049026096910840256,0.9489996899686547
2024-12-09,SELL,-0.086205,246.75,-0.003906767097582753,0.9450929228710719
2024-12-06,HOLD,-0.193747,242.84,0.0,0.9450929228710719
2024-12-05,HOLD,-0.387173,243.04,0.0,0.9450929228710719
2024-12-04,HOLD,-0.551,243.01,0.0,0.9450929228710719
2024-12-03,HOLD,-0.663049,242.65,0.0,0.9450929228710719
2024-12-02,HOLD,-0.740334,239.59,0.0,0.9450929228710719
2024-11-29,HOLD,-0.846292,237.33,0.0,0.9450929228710719
2024-11-27,HOLD,-0.942905,234.93,0.0,0.9450929228710719
2024-11-26,HOLD,-1.021302,235.06,0.0,0.9450929228710719
2024-11-25,HOLD,-1.048916,232.87,0.0,0.9450929228710719
2024-11-22,HOLD,-1.074101,229.87,0.0,0.9450929228710719
2024-11-21,HOLD,-1.113538,228.52,0.0,0.9450929228710719
2024-11-20,HOLD,-1.13748,229.0,0.0,0.9450929228710719
2024-11-19,HOLD,-1.12488,228.28,0.0,0.9450929228710719
2024-11-18,HOLD,-1.0955,228.02,0.0,0.9450929228710719
2024-11-15,HOLD,-1.050305,225.0,0.0,0.9450929228710719
2024-11-14,HOLD,-1.036418,228.22,0.0,0.9450929228710719
2024-11-13,HOLD,-0.966263,225.12,0.0,0.9450929228710719
2024-11-12,HOLD,-0.931812,224.23,0.0,0.9450929228710719
2024-11-11,HOLD,-0.906385,224.23,0.0,0.9450929228710719
2024-11-08,HOLD,-0.872668,226.96,0.0,0.9450929228710719
2024-11-07,HOLD,-0.784887,227.48,0.0,0.9450929228710719
2024-11-06,HOLD,-0.678947,222.72,0.0,0.9450929228710719
2024-11-05,HOLD,-0.676107,223.45,0.0,0.9450929228710719
2024-11-04,HOLD,-0.669591,222.01,0.0,0.9450929228710719
2024-11-01,HOLD,-0.693902,222.91,0.0,0.9450929228710719
2024-10-31,HOLD,-0.69482,225.91,0.0,0.9450929228710719
2024-10-30,HOLD,-0.59303,230.1,0.0,0.9450929228710719
2024-10-29,HOLD,-0.297526,233.67,0.0,0.9450929228710719
2024-10-28,BUY,0.188705,233.4,0.0,0.9450929228710719
2024-10-25,HOLD,0.612452,231.41,-0.008057990216424393,0.9370349326546475
2024-10-24,HOLD,0.82452,230.57,-0.0034013627044202632,0.9336335699502273
2024-10-23,HOLD,0.871845,230.76,0.0007693558498093056,0.9344029258000366
2024-10-22,HOLD,0.842858,235.86,0.020651130705409138,0.9550540565054457
2024-10-21,HOLD,0.950262,236.48,0.0025105296151674006,0.9575645861206131
2024-10-18,HOLD,1.027325,235.0,-0.0059928771458834795,0.9515717089747296
2024-10-17,HOLD,1.010082,232.15,-0.011540337747140361,0.9400313712275893
2024-10-16,HOLD,0.875651,231.78,-0.0014982192864708699,0.9385331519411184
2024-10-15,HOLD,0.713188,233.85,0.008381929521607323,0.9469150814627257
2024-10-14,HOLD,0.619609,231.3,-0.010325565352704458,0.9365895161100213
2024-10-11,HOLD,0.474416,227.55,-0.01518465493044785,0.9214048611795734
2024-10-10,HOLD,0.223845,229.04,0.00603336955903111,0.9274382307386045
2024-10-09,HOLD,0.043351,229.54,0.0020246206573930614,0.9294628513959976
2024-10-08,SELL,-0.064777,225.77,-0.015265639756743443,0.9141972116392542
2024-10-07,HOLD,-0.25345,221.69,0.0,0.9141972116392542
2024-10-04,HOLD,-0.533552,226.8,0.0,0.9141972116392542
2024-10-03,HOLD,-0.627298,225.67,0.0,0.9141972116392542
2024-10-02,HOLD,-0.700364,226.78,0.0,0.9141972116392542
2024-10-01,HOLD,-0.708347,226.21,0.0,0.9141972116392542
2024-09-30,HOLD,-0.703246,233.0,0.0,0.9141972116392542
2024-09-27,HOLD,-0.432006,227.79,0.0,0.9141972116392542
2024-09-26,HOLD,-0.328312,227.52,0.0,0.9141972116392542
2024-09-25,HOLD,-0.281905,226.37,0.0,0.9141972116392542
2024-09-24,HOLD,-0.306994,227.37,0.0,0.9141972116392542
2024-09-23,HOLD,-0.30789,226.47,0.0,0.9141972116392542
2024-09-20,HOLD,-0.330924,228.2,0.0,0.9141972116392542
2024-09-19,HOLD,-0.269795,228.87,0.0,0.9141972116392542
2024-09-18,HOLD,-0.147104,220.69,0.0,0.9141972116392542
2024-09-17,HOLD,-0.420642,216.79,0.0,0.9141972116392542
2024-09-16,HOLD,-0.770734,216.32,0.0,0.9141972116392542
2024-09-13,HOLD,-0.993604,222.5,0.0,0.9141972116392542
2024-09-12,HOLD,-0.972351,222.77,0.0,0.9141972116392542
2024-09-11,HOLD,-0.870538,222.66,0.0,0.9141972116392542
2024-09-10,HOLD,-0.745162,220.11,0.0,0.9141972116392542
2024-09-09,HOLD,-0.701085,220.91,0.0,0.9141972116392542
2024-09-06,HOLD,-0.643334,220.82,0.0,0.9141972116392542
2024-09-05,HOLD,-0.597808,222.38,0.0,0.9141972116392542
2024-09-04,HOLD,-0.501285,220.85,0.0,0.9141972116392542
2024-09-03,HOLD,-0.456974,222.77,0.0,0.9141972116392542
2024-08-30,HOLD,-0.357915,229.0,0.0,0.9141972116392542
2024-08-29,HOLD,-0.030446,229.79,0.0,0.9141972116392542
2024-08-28,BUY,0.346528,226.49,0.0,0.9141972116392542
2024-08-27,HOLD,0.524025,228.03,0.006216008238440818,0.920413219877695
2024-08-26,HOLD,0.647999,227.18,-0.0034309136381004413,0.9169823062395945
2024-08-23,HOLD,0.672814,226.84,-0.001372365455240332,0.9156099407843542
2024-08-22,HOLD,0.64084,224.53,-0.009324012357661005,0.9062859284266932
2024-08-21,HOLD,0.508091,226.4,0.007548010003820882,0.9138339384305141
2024-08-20,HOLD,0.44401,226.51,0.0004440005884600584,0.9142779390189741
2024-08-19,HOLD,0.420077,225.89,-0.0025025487713203898,0.9117753902476537
2024-08-16,HOLD,0.383172,226.05,0.0006458190377601758,0.9124212092854139
2024-08-15,HOLD,0.349791,224.72,-0.005368370751380747,0.9070528385340332
2024-08-14,HOLD,0.250059,221.72,-0.012109106958001492,0.8949437315760317
2024-08-13,HOLD,0.002928,221.27,-0.0018163660437001683,0.8931273655323315
2024-08-12,SELL,-0.243362,217.53,-0.015096020007641875,0.8780313455246896
2024-08-09,HOLD,-0.55877,216.24,0.0,0.8780313455246896
